difficulty,duration,n_reviews,rating,free
2.0,2.156885438468934,0.9678714859437755,0.9407897963216975,0
1.0,0.7891277806681579,0.9839357429718875,0.9704865792621539,0
1.0,0.7891277806681579,0.9357429718875501,0.97342140567782,0
2.0,1.4730066095685461,0.9919678714859437,0.9627763693959981,0
2.0,1.4730066095685461,0.9156626506024085,0.9385287605168702,0
1.0,1.4730066095685461,0.9959839357429726,0.9671547402699009,0
2.0,1.4730066095685461,0.9397590361445783,0.9377408363264427,0
0.0,0.10524895176776983,0.9437751004016064,0.9648981211791905,0
1.0,0.7891277806681579,0.9759036144578312,0.9814024772161795,0
2.0,0.7891277806681579,0.9477911646586356,0.9454181374348878,0
2.0,1.4730066095685461,0.9879518072289156,0.9531941918930699,0
2.0,-1.0915389988079094,0.0,0.0,1
1.0,0.7891277806681579,0.9558232931726907,0.9809806918581686,0
2.0,-1.0915389988079094,0.0,0.0,1
0.0,2.8407642673693223,0.9799196787148594,0.9817017050134716,0
2.0,1.4730066095685461,0.9076305220883534,0.9444116457743629,0
1.0,0.10524895176776983,0.0,0.0,1
1.0,0.10524895176776983,0.895582329317269,0.8904523068015096,0
1.0,-1.177023852420458,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,1.4730066095685461,0.9598393574297188,0.9618773530832013,0
2.0,0.4471883662179639,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
1.0,-1.0915389988079094,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
1.0,-1.0915389988079094,0.0,0.0,1
1.0,-1.0915389988079094,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
1.0,-1.0915389988079094,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
0.0,0.10524895176776983,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
0.0,-0.0657207554573272,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-0.0657207554573272,0.0,0.0,1
0.0,0.10524895176776983,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
1.0,0.10524895176776983,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
0.0,0.10524895176776983,0.0,0.0,1
1.0,-0.5786298771326183,0.0,0.0,1
0.0,1.4730066095685461,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
1.0,0.10524895176776983,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
1.0,-1.2454117353104968,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
1.0,-0.9205692915828123,0.0,0.0,1
1.0,-0.9205692915828123,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
1.0,-0.23669046268242422,0.0,0.0,1
1.0,-0.5786298771326183,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
1.0,-0.7495995843577153,0.0,0.0,1
1.0,1.4730066095685461,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
0.0,0.7891277806681579,0.0,0.0,1
0.0,-0.7495995843577153,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
0.0,0.10524895176776983,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
1.0,-0.5786298771326183,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
1.0,-0.5786298771326183,0.0,0.0,1
1.0,-0.23669046268242422,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
0.0,-0.40766016990752124,0.0,0.0,1
0.0,-1.0915389988079094,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
0.0,1.4730066095685461,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
1.0,-0.5786298771326183,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
1.0,0.10524895176776983,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
1.0,-0.9205692915828123,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
0.0,-0.5786298771326183,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
0.0,0.10524895176776983,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
1.0,-0.6641147307451668,0.0,0.0,1
1.0,-1.177023852420458,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
0.0,-1.0915389988079094,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
1.0,1.4730066095685461,0.0,0.0,1
2.0,-0.40766016990752124,0.0,0.0,1
2.0,-0.23669046268242422,0.0,0.0,1
1.0,-0.9205692915828123,0.0,0.0,1
1.0,-0.40766016990752124,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
1.0,-0.6641147307451668,0.0,0.0,1
1.0,0.10524895176776983,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
1.0,-0.9205692915828123,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
1.0,-0.7495995843577153,0.0,0.0,1
1.0,-0.9205692915828123,0.0,0.0,1
1.0,-0.9205692915828123,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
0.0,0.7891277806681579,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-1.177023852420458,0.0,0.0,1
2.0,0.7891277806681579,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
0.0,0.10524895176776983,0.0,0.0,1
1.0,-0.7495995843577153,0.0,0.0,1
2.0,0.7891277806681579,0.0,0.0,1
1.0,-1.0060541451953608,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
1.0,-0.23669046268242422,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
0.0,-1.0915389988079094,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
0.0,-0.9205692915828123,0.0,0.0,1
1.0,0.10524895176776983,0.0,0.0,1
0.0,-0.5786298771326183,0.0,0.0,1
1.0,-0.40766016990752124,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
0.0,-0.23669046268242422,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,-0.5786298771326183,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
1.0,-1.177023852420458,0.0,0.0,1
0.0,-0.40766016990752124,0.0,0.0,1
2.0,0.10524895176776983,0.0,0.0,1
1.0,-0.9205692915828123,0.0,0.0,1
0.0,-0.7495995843577153,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
0.0,-0.5786298771326183,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
0.0,-0.7495995843577153,0.0,0.0,1
1.0,-0.5786298771326183,0.0,0.0,1
0.0,0.7891277806681579,0.0,0.0,1
0.0,-0.23669046268242422,0.0,0.0,1
2.0,-1.0915389988079094,0.0,0.0,1
0.0,-0.23669046268242422,0.0,0.0,1
1.0,-1.177023852420458,0.0,0.0,1
1.0,-1.0915389988079094,0.0,0.0,1
0.0,0.10524895176776983,0.0,0.0,1
2.0,-0.9205692915828123,0.0,0.0,1
2.0,-0.7495995843577153,0.0,0.0,1
2.0,1.4730066095685461,0.0,0.0,0
1.0,0.10524895176776983,0.0,0.0,1
2.0,0.7891277806681579,0.8313253012048192,0.9515139391957966,0
1.0,1.4730066095685461,0.8875502008032146,0.9702096982471133,0
0.0,1.4730066095685461,0.0,0.0,0
1.0,-0.5786298771326183,0.0,0.0,1
2.0,0.7891277806681579,0.8192771084337349,0.9904489857987634,0
1.0,0.7891277806681579,0.0,0.0,0
1.0,1.4730066095685461,0.0,0.0,0
2.0,1.4730066095685461,0.8152610441767068,0.9767537018851208,0
2.0,0.10524895176776983,0.0,0.0,0
2.0,-0.5786298771326183,0.0,0.0,0
0.0,0.10524895176776983,0.8393574297188755,0.8606842791032033,0
0.0,0.7891277806681579,0.8634538152610441,0.9703082767574008,0
0.0,1.4730066095685461,0.859437751004016,0.9821731754227707,0
1.0,1.4730066095685461,0.8995983935742998,0.9605480720544683,0
1.0,0.7891277806681579,0.8032128514056234,0.9754421829836303,0
2.0,1.4730066095685461,0.927710843373494,0.9584444901830105,0
2.0,0.7891277806681579,0.8072289156626506,0.8985543873837444,0
2.0,0.10524895176776983,0.0,0.0,0
2.0,0.10524895176776983,0.0,0.0,0
2.0,0.7891277806681579,0.8152610441767068,0.9118335162613366,0
2.0,0.7891277806681579,0.0,0.0,0
0.0,1.4730066095685461,0.9036144578313252,0.9422056957276955,0
1.0,1.4730066095685461,0.8433734939759037,0.9625611937725617,0
0.0,2.8407642673693223,0.8554216867469879,0.9469231395440392,0
2.0,1.4730066095685461,0.8473895582329316,0.8765738350251085,0
0.0,0.7891277806681579,0.8714859437751004,0.9372345514563821,0
1.0,0.7891277806681579,0.8755020080321284,0.9663137133567782,0
2.0,2.156885438468934,0.8514056224899603,0.9188913808652344,0
1.0,1.4730066095685461,0.0,0.0,0
0.0,1.4730066095685461,0.8273092369477911,0.9465635456335006,0
1.0,1.4730066095685461,1.0,1.0,0
0.0,0.7891277806681579,0.8915662650602408,0.9369923698278172,0
2.0,1.4730066095685461,0.9317269076305222,0.9625156443779747,0
2.0,0.7891277806681579,0.9718875502008031,0.9575868797281134,0
0.0,0.7891277806681579,0.8353413654618473,0.9644960444596513,0
2.0,0.7891277806681579,0.867469879518073,0.9656255430131362,0
0.0,0.7891277806681579,0.8835341365461846,0.9668839664230557,0
2.0,3.52464309626971,0.9518072289156626,0.953975704493056,0
2.0,1.4730066095685461,0.9196787148594376,0.9118114944887367,0
0.0,0.7891277806681579,0.9236947791164686,0.9618146818978296,0
2.0,0.7891277806681579,0.0,0.0,0
2.0,0.7891277806681579,0.8795180722891566,0.9796701057581724,0
2.0,-0.5786298771326183,0.0,0.0,0
2.0,2.8407642673693223,0.9116465863453823,0.9461844882661545,0
1.0,0.7891277806681579,0.9638554216867469,0.9550210208270778,0
1.0,0.10524895176776983,0.8232931726907643,0.9226535471986337,0
